DHSID,water_traffic_count,service_traffic_count,driving_traffic_count,all_traffic_count
GH201400000141,1.0,38.0,82.0,121.0
GH201400000142,0.0,0.0,0.0,0.0
GH201400000143,0.0,0.0,0.0,0.0
GH201400000144,0.0,0.0,0.0,0.0
GH201400000145,0.0,0.0,0.0,0.0
GH201400000146,0.0,25.0,8.0,33.0
GH201400000147,0.0,12.0,5.0,17.0
GH201400000148,4.0,4.0,5.0,13.0
GH201400000149,0.0,18.0,31.0,49.0
GH201400000150,0.0,0.0,1.0,1.0
GH201400000151,0.0,63.0,64.0,127.0
GH201400000152,0.0,3.0,296.0,299.0
GH201400000153,0.0,3.0,0.0,3.0
GH201400000154,0.0,1.0,0.0,1.0
GH201400000155,0.0,0.0,0.0,0.0
GH201400000156,0.0,54.0,24.0,78.0
GH201400000157,0.0,0.0,0.0,0.0
GH201400000158,0.0,20.0,46.0,66.0
GH201400000159,0.0,3.0,0.0,3.0
GH201400000160,0.0,4.0,8.0,12.0
GH201400000161,0.0,17.0,0.0,17.0
GH201400000162,0.0,0.0,0.0,0.0
GH201400000163,0.0,1.0,2.0,3.0
GH201400000164,0.0,19.0,33.0,52.0
GH201400000165,0.0,0.0,0.0,0.0
GH201400000166,0.0,0.0,2.0,2.0
GH201400000167,0.0,9.0,1.0,10.0
GH201400000168,0.0,8.0,0.0,8.0
GH201400000169,0.0,9.0,0.0,9.0
GH201400000170,0.0,0.0,0.0,0.0
GH201400000171,0.0,0.0,0.0,0.0
GH201400000172,0.0,4.0,0.0,4.0
GH201400000173,0.0,18.0,26.0,44.0
GH201400000174,0.0,1.0,3.0,4.0
GH201400000175,0.0,0.0,0.0,0.0
GH201400000176,0.0,14.0,10.0,24.0
GH201400000177,0.0,0.0,0.0,0.0
GH201400000178,1.0,0.0,0.0,1.0
GH201400000179,0.0,4.0,1.0,5.0
GH201400000180,0.0,0.0,0.0,0.0
GH201400000181,0.0,5.0,0.0,5.0
GH201400000182,0.0,0.0,0.0,0.0
GH201400000183,0.0,13.0,30.0,43.0
GH201400000184,0.0,26.0,8.0,34.0
GH201400000185,0.0,21.0,47.0,68.0
GH201400000186,0.0,0.0,0.0,0.0
GH201400000187,0.0,4.0,0.0,4.0
GH201400000188,0.0,33.0,22.0,55.0
GH201400000189,0.0,1.0,1.0,2.0
GH201400000190,0.0,51.0,50.0,101.0
GH201400000191,0.0,5.0,2.0,7.0
GH201400000192,14.0,6.0,1.0,21.0
GH201400000193,0.0,0.0,0.0,0.0
GH201400000194,0.0,5.0,0.0,5.0
GH201400000195,0.0,0.0,0.0,0.0
GH201400000196,0.0,21.0,4.0,25.0
GH201400000197,0.0,7.0,4.0,11.0
GH201400000198,0.0,0.0,0.0,0.0
GH201400000199,0.0,0.0,0.0,0.0
GH201400000200,0.0,0.0,0.0,0.0
GH201400000201,0.0,15.0,11.0,26.0
GH201400000202,0.0,6.0,0.0,6.0
GH201400000203,0.0,14.0,4.0,18.0
GH201400000205,0.0,3.0,0.0,3.0
GH201400000206,0.0,1.0,0.0,1.0
GH201400000207,0.0,0.0,0.0,0.0
GH201400000208,0.0,11.0,2.0,13.0
GH201400000209,0.0,0.0,0.0,0.0
GH201400000210,0.0,0.0,0.0,0.0
GH201400000211,0.0,1.0,0.0,1.0
GH201400000212,0.0,21.0,18.0,39.0
GH201400000213,0.0,15.0,20.0,35.0
GH201400000214,0.0,0.0,0.0,0.0
GH201400000215,0.0,0.0,0.0,0.0
GH201400000216,2.0,3.0,0.0,5.0
GH201400000217,0.0,6.0,2.0,8.0
GH201400000218,0.0,2.0,1.0,3.0
GH201400000219,0.0,0.0,0.0,0.0
GH201400000220,0.0,0.0,0.0,0.0
GH201400000221,0.0,4.0,0.0,4.0
GH201400000222,0.0,0.0,0.0,0.0
GH201400000223,0.0,0.0,0.0,0.0
GH201400000224,0.0,0.0,0.0,0.0
GH201400000225,0.0,1.0,0.0,1.0
GH201400000226,0.0,8.0,7.0,15.0
GH201400000227,0.0,0.0,0.0,0.0
GH201400000228,0.0,5.0,0.0,5.0
GH201400000229,0.0,1.0,0.0,1.0
GH201400000230,0.0,1.0,0.0,1.0
GH201400000231,0.0,18.0,0.0,18.0
GH201400000232,0.0,8.0,2.0,10.0
GH201400000233,1.0,0.0,0.0,1.0
GH201400000234,0.0,2.0,0.0,2.0
GH201400000235,0.0,0.0,2.0,2.0
GH201400000236,0.0,7.0,8.0,15.0
GH201400000237,0.0,0.0,0.0,0.0
GH201400000238,0.0,8.0,0.0,8.0
GH201400000239,0.0,4.0,0.0,4.0
GH201400000240,0.0,6.0,0.0,6.0
GH201400000241,0.0,3.0,11.0,14.0
GH201400000242,0.0,1.0,0.0,1.0
GH201400000243,0.0,108.0,65.0,173.0
GH201400000244,0.0,10.0,17.0,27.0
GH201400000245,0.0,5.0,10.0,15.0
GH201400000246,0.0,20.0,14.0,34.0
GH201400000247,0.0,0.0,0.0,0.0
GH201400000248,0.0,9.0,1.0,10.0
GH201400000249,0.0,1.0,0.0,1.0
GH201400000250,0.0,25.0,2.0,27.0
GH201400000251,0.0,5.0,0.0,5.0
GH201400000252,0.0,9.0,5.0,14.0
GH201400000253,0.0,9.0,0.0,9.0
GH201400000254,0.0,6.0,569.0,575.0
GH201400000255,0.0,0.0,0.0,0.0
GH201400000256,0.0,5.0,2.0,7.0
GH201400000257,0.0,5.0,0.0,5.0
GH201400000258,0.0,0.0,0.0,0.0
GH201400000259,0.0,0.0,0.0,0.0
GH201400000260,0.0,68.0,55.0,123.0
GH201400000261,0.0,10.0,1.0,11.0
GH201400000262,0.0,2.0,0.0,2.0
GH201400000263,0.0,18.0,14.0,32.0
GH201400000264,0.0,0.0,0.0,0.0
GH201400000265,0.0,2.0,0.0,2.0
GH201400000267,0.0,1.0,0.0,1.0
GH201400000268,0.0,4.0,2.0,6.0
GH201400000269,0.0,4.0,3.0,7.0
GH201400000270,0.0,8.0,0.0,8.0
GH201400000271,0.0,46.0,72.0,118.0
GH201400000272,1.0,35.0,37.0,73.0
GH201400000273,0.0,0.0,0.0,0.0
GH201400000274,0.0,6.0,1.0,7.0
GH201400000275,0.0,0.0,0.0,0.0
GH201400000276,0.0,1.0,1.0,2.0
GH201400000277,0.0,9.0,0.0,9.0
GH201400000278,0.0,0.0,0.0,0.0
GH201400000279,0.0,0.0,0.0,0.0
GH201400000280,0.0,0.0,0.0,0.0
GH201400000281,0.0,1.0,0.0,1.0
GH201400000282,0.0,15.0,18.0,33.0
GH201400000283,0.0,0.0,0.0,0.0
GH201400000284,0.0,0.0,0.0,0.0
GH201400000285,0.0,6.0,0.0,6.0
GH201400000286,0.0,0.0,0.0,0.0
GH201400000287,0.0,5.0,0.0,5.0
GH201400000288,0.0,0.0,0.0,0.0
GH201400000289,0.0,0.0,0.0,0.0
GH201400000290,0.0,0.0,0.0,0.0
GH201400000291,0.0,1.0,0.0,1.0
GH201400000292,0.0,6.0,0.0,6.0
GH201400000293,0.0,0.0,0.0,0.0
GH201400000294,0.0,9.0,0.0,9.0
GH201400000295,0.0,10.0,1.0,11.0
GH201400000296,0.0,14.0,5.0,19.0
GH201400000297,0.0,0.0,0.0,0.0
GH201400000298,0.0,1.0,0.0,1.0
GH201400000299,0.0,0.0,0.0,0.0
GH201400000300,0.0,3.0,1.0,4.0
GH201400000301,0.0,10.0,1.0,11.0
GH201400000302,0.0,0.0,0.0,0.0
GH201400000303,0.0,13.0,22.0,35.0
GH201400000304,0.0,10.0,0.0,10.0
GH201400000305,0.0,1.0,0.0,1.0
GH201400000306,0.0,12.0,2.0,14.0
GH201400000307,0.0,3.0,5.0,8.0
GH201400000308,0.0,1.0,0.0,1.0
GH201400000309,0.0,4.0,32.0,36.0
GH201400000310,0.0,0.0,0.0,0.0
GH201400000311,0.0,2.0,0.0,2.0
GH201400000312,0.0,0.0,0.0,0.0
GH201400000313,0.0,1.0,0.0,1.0
GH201400000314,0.0,1.0,0.0,1.0
GH201400000315,0.0,2.0,0.0,2.0
GH201400000316,0.0,45.0,19.0,64.0
GH201400000317,0.0,0.0,0.0,0.0
GH201400000318,0.0,2.0,0.0,2.0
GH201400000319,0.0,2.0,0.0,2.0
GH201400000320,0.0,0.0,0.0,0.0
GH201400000321,0.0,0.0,0.0,0.0
GH201400000322,0.0,5.0,2.0,7.0
GH201400000323,0.0,26.0,42.0,68.0
GH201400000324,0.0,0.0,0.0,0.0
GH201400000325,0.0,13.0,9.0,22.0
GH201400000326,0.0,0.0,0.0,0.0
GH201400000327,0.0,1.0,0.0,1.0
GH201400000328,0.0,6.0,1.0,7.0
GH201400000329,0.0,0.0,0.0,0.0
GH201400000330,0.0,8.0,215.0,223.0
GH201400000331,0.0,16.0,4.0,20.0
GH201400000332,0.0,20.0,4.0,24.0
GH201400000333,0.0,0.0,0.0,0.0
GH201400000334,0.0,0.0,0.0,0.0
GH201400000335,0.0,2.0,0.0,2.0
GH201400000336,0.0,12.0,8.0,20.0
GH201400000337,0.0,0.0,0.0,0.0
GH201400000338,0.0,0.0,0.0,0.0
GH201400000339,0.0,0.0,0.0,0.0
GH201400000340,0.0,0.0,2.0,2.0
GH201400000341,0.0,103.0,72.0,175.0
GH201400000342,0.0,5.0,0.0,5.0
GH201400000343,0.0,0.0,0.0,0.0
GH201400000344,0.0,0.0,0.0,0.0
GH201400000345,0.0,0.0,0.0,0.0
GH201400000346,0.0,8.0,1.0,9.0
GH201400000348,0.0,5.0,3.0,8.0
GH201400000349,0.0,5.0,0.0,5.0
GH201400000350,0.0,0.0,0.0,0.0
GH201400000351,0.0,0.0,0.0,0.0
GH201400000352,0.0,15.0,2.0,17.0
GH201400000353,0.0,4.0,0.0,4.0
GH201400000354,0.0,29.0,2.0,31.0
GH201400000355,1.0,1.0,0.0,2.0
GH201400000356,0.0,0.0,2.0,2.0
GH201400000357,0.0,0.0,0.0,0.0
GH201400000358,0.0,33.0,8.0,41.0
GH201400000359,0.0,9.0,0.0,9.0
GH201400000360,0.0,4.0,1.0,5.0
GH201400000361,0.0,9.0,1.0,10.0
GH201400000362,0.0,57.0,25.0,82.0
GH201400000363,0.0,3.0,0.0,3.0
GH201400000364,0.0,0.0,0.0,0.0
GH201400000365,0.0,0.0,0.0,0.0
GH201400000366,0.0,11.0,3.0,14.0
GH201400000367,0.0,1.0,0.0,1.0
GH201400000368,0.0,1.0,0.0,1.0
GH201400000369,0.0,11.0,2.0,13.0
GH201400000370,0.0,2.0,0.0,2.0
GH201400000371,1.0,4.0,6.0,11.0
GH201400000372,0.0,0.0,1.0,1.0
GH201400000373,0.0,30.0,11.0,41.0
GH201400000374,0.0,0.0,0.0,0.0
GH201400000375,0.0,49.0,20.0,69.0
GH201400000376,0.0,0.0,0.0,0.0
GH201400000377,0.0,0.0,0.0,0.0
GH201400000378,0.0,6.0,0.0,6.0
GH201400000379,0.0,47.0,45.0,92.0
GH201400000380,0.0,33.0,27.0,60.0
GH201400000381,0.0,0.0,0.0,0.0
GH201400000382,0.0,4.0,2.0,6.0
GH201400000383,0.0,2.0,1.0,3.0
GH201400000384,0.0,7.0,0.0,7.0
GH201400000385,0.0,1.0,0.0,1.0
GH201400000386,0.0,0.0,0.0,0.0
GH201400000387,0.0,15.0,0.0,15.0
GH201400000388,0.0,0.0,0.0,0.0
GH201400000389,0.0,0.0,0.0,0.0
GH201400000390,0.0,8.0,168.0,176.0
GH201400000391,0.0,11.0,6.0,17.0
GH201400000392,1.0,0.0,0.0,1.0
GH201400000393,0.0,0.0,0.0,0.0
GH201400000394,0.0,0.0,0.0,0.0
GH201400000395,0.0,14.0,2.0,16.0
GH201400000396,0.0,0.0,0.0,0.0
GH201400000397,0.0,0.0,0.0,0.0
GH201400000398,0.0,0.0,0.0,0.0
GH201400000399,0.0,6.0,2.0,8.0
GH201400000400,0.0,2.0,0.0,2.0
GH201400000401,0.0,0.0,0.0,0.0
GH201400000402,0.0,14.0,19.0,33.0
GH201400000403,0.0,0.0,0.0,0.0
GH201400000404,0.0,5.0,0.0,5.0
GH201400000405,0.0,10.0,1.0,11.0
GH201400000406,0.0,0.0,0.0,0.0
GH201400000407,0.0,0.0,0.0,0.0
GH201400000408,0.0,0.0,0.0,0.0
GH201400000409,0.0,27.0,10.0,37.0
GH201400000410,0.0,5.0,0.0,5.0
GH201400000411,0.0,7.0,0.0,7.0
GH201400000412,0.0,0.0,0.0,0.0
GH201400000413,0.0,0.0,0.0,0.0
GH201400000414,0.0,3.0,1.0,4.0
GH201400000415,0.0,0.0,0.0,0.0
GH201400000416,0.0,2.0,86.0,88.0
GH201400000417,0.0,0.0,0.0,0.0
GH201400000418,0.0,0.0,0.0,0.0
GH201400000419,0.0,19.0,0.0,19.0
GH201400000420,0.0,0.0,0.0,0.0
GH201400000421,0.0,62.0,22.0,84.0
GH201400000422,0.0,0.0,0.0,0.0
GH201400000423,0.0,0.0,0.0,0.0
GH201400000424,1.0,0.0,0.0,1.0
GH201400000425,0.0,7.0,1.0,8.0
GH201400000426,0.0,9.0,3.0,12.0
GH201400000427,0.0,0.0,0.0,0.0
